tweet,label
للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي كما اعلنت هيئة الطاقة يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضا بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل,0
اللهم اهدنى الى ما تحب و ترضى,1
هذا ليس مضحك ، بل مخزى ، يا للخزى و العار,0
اللهم انا نسالك رزقا حلال طيبا مباركا يعيننا علي طاعتك,1
تؤلمني باسم الحب,0
صباح الفل,1
مسخره,0
انته جميل جدا ربنا يثبتك واتمني ان كل المسلمين تكون اخلاقياتهم في حياتهم العاديه قدوه ودعوه لكل غير المسلمين,1
صج معوق,0
الوفاء اصبح شئ نادر يكاد يكون معدوم,1
يخرب بيتك ما أزنخك,0
مجنون صوتها انا,0
لو حد يا جماعة يعرف طبيب اذن يدلني ولا شكلي هارميهم خلاص باظو,0
الخشوع أمر مهم جــدا في الصلاة,1
كلام سليم والصراحه راحه,1
بنحاول فى كل مره نكون افضل,1
هعهعهع مش حلو,0
اعنا يا ربنا,1
فيروسات بشرية,0
من رافق وافق,1
وكل منهو دنا منك,1
الطاقة الشمسية هي البديل و ليست النووية,0
شكلك دايما متاخرة عن المدرسة,0
الله يعين الجميع,1
اللهم ان كان رزقي بعيدا فقربه لي و ان كان قريبا فيسره لي وان كان كثيرا فبارك لي فيه,1
وياريت بتظبط الكذب ماوش رجلي,1
خبر عاجل يمنع لجميع المجانين التقدم الى سوبر ستار,0
ليش محشورين على بعض كذا ؟ خلصت الطاولات مالقو إلا هـ الطاوله الخايسه,0
اي تقدم اي ازدهار مفاعل النووية بعمل الامراض كثير اهم السرطان الله يبعده عنها و انا معهم رفض المفاعل النووية,0
عاهات العرب الجرب,0
ربى يزيدن ايمان وتقه ياررب,1
وانا مع انو الطاقة الشمسية هي البديل,0
نسأل الله تعالى أن تكون بحق أرحنا بها يا بلال و ليس أرحنا منه,1
اللهم اغفر لي ما لا يعلمون و اجعلني خيرا مما يظنون,1
كاميرا خفية في الانحطاط الاخلاقي,0
وسدئيني انكوو كلاب,0
اللهم نقي نفوسنا و أجعلنا لك من المخلصين سرا و جهرا,1
حتى بالستايل مقلده الله ياخذ عمره الغبي,0
يا دم امك الرخم,0
يااخوان احنا مع التطور بس منين نجيب سبعة عشر مليار دولار تكلفة المشروع لنبدا اولا بااستغلال الرياح و الطاقه الشمسيه و الصخر الزيتي و نبد بتخفيف الفاتوره النفطيه و المثل بقول خذ من طين بلادك و حط علئ خدادك,0
عنجد الكذب اكبر ورطه,1
انا فعلا عملت كده والحمدلله بقيت احسن من غير الحجات الي ربنا خدها مني الحمدلله,1
اللهم اتم علينا مكارم الاخلاق,1
الاردن فيه طاقة شمسية بتغنينا عن استخدام المفاعلات ،، تخيلو معي الطريق بين عمان و العقبة كلها ارض فاضية و صحرا منقدر نستغلها في بناء خلايا شمسية ،، احنا مش ضد انا نتطور و لكن الدول المتطورة عم بتخلو عن الطاقة النووية اللي رافقها مشاكل صحية و بيئية عديدة و عم بسبتدلوها بالطاقة المتجددة ،، طاقة نظيفة و غير مكلفة,0
اللهم اهدنا ثم ثبتنا,1
يع شوهاي الوساخة,0
اللهم ارنا فيهم عجيب صنعك فانهم اذلو الشعوب,0
صح لسانك,1
فانا اناشد الحكومة الاردنية بألافراج عن اسرى السلفيين التوحيدين الموجودين في سجونهم,0
جامدة جد,1
ادعي من الله ان يقوني علي طاعته,1
الله اكبر على كل ظالم,0
تركنا الحرام من اجل ربنا حبيبنا ووالله سيعوضنا خيرا,1
أنا متأكده أنو هذولي مدفوعلهم علشان يجون يغنون لأنو مافي ناس مهابيل لهالدرجه,0
انتة والمعك كلهم سافلين ووقحين,0
الحق عالحقير اللي نزل المنشور_بجوز اهله لابسين منه_ولك لاتنزل اشي زي هيك يا؟؟,0
بدي اروح عمرة الله ييسر,1
اسخف لجنة تحكيم شفتها بحياتي,0
اللهم إجعلنا منهم,1
اقسم بالله ان العرب اكثر الشعوب تخلفاا,0
ما اقسى غربة الروح,0
مش طبيعي,0
اموت فيج رويده,0
كلام سليم,1
اللهم احفظني,1
صباح السعادة العامرة,1
ناشدتك الله,0
كلاب بتعوي,0
سلمت امري ل ربي عالمين رغم البعد احس ان ربنا رح يكتب ويجمعنا ويكون نصيبي,1
لا حول ولا قوة اللا بالله العظيم ،لم أكن أعلم ان نسبة ذكاء العرب منخفضه جدا الى هذا الحد,0
اللهم ارزقنا العمل الصالح و الزريه الصالحه و ارزقنا يا الله حسن الخاتمه,1
ولا جورج في الزمنات بس حرام يفضحوهم,0
اللهم انا نشكو اليك ضعف قوتنا و قلة حيلتنا حسبنا الله و نعم الوكيل,0
جابو المسخره لنفسهم الله لايردهم,0
يارب أنت المستعان فأعنا واهدنا يارب الكون أجمع استجب,1
سعادتنا تكون بحسن الاستمتاع بالأشياء التي نحصل، عليها كما تكون بحسن الاستغناء عن الأشياء التي نحرم منها,1
والحاجة الي انت بتحبها دي هي مش اكتر من حاجة زينها الشيطان واقنعك بحلاوتها بس هتندم بعدين,1
يلعن ام الحاله ياخي وناسه,0
ومن احسن قولاممن دعاالي وعمل صالحاووقال انني من المسلمين،,1
وش فيك معصب خلاص بعطيك اللأيك الي جاني خخ,0
ولك واحد كندرة,0
تفائلوا بالخير تجدوه,1
قول يا الله ده عنك مش بعيد متشلش هم ولا تشعر بضيق اقول يالله اهديني ياقلبي عشان اتوب امحي الذنوب واهديلي الطريق,1
هذا اللي بالنص من لجنة الحكم مفكر نفسو وديع الصافي و هو شقفة علاك,0
قسسم انه استهبال باستهبال,0
الله اكبر ولله الحمد مصر بخير فيها ناس كتير طيبين,1
كيف صرت كاتب يا زلمة ؟؟ انت كثير عليك حمار,0
بارك الله فيك يانوسة وجعلها فى ميزان حسناتك,1
ابوهاا هوه المصيبة بسس هممه الفلووس اللي تجيبهاا بنته,0
مؤامره معروفه ضد الشرفاء في هذا البلد,0
اصلن صاحب البرنامج ماخذ شباب الامه مصخره,0
والله صحيح,1
اميره ممكن اضافه لو سمحتي,1
دلوعه حيوانه,0
هاد كلو كزب ياهبلة والله,0
الدعوة مش بالكلام بس ممكن نكون دعاة بأخلاقنا و أسلوبنا و تعاملنا,1
اطالب برحيل هذه الحكومة,0
اللهم اعنا ع ترك كل ما لا ترضي,1
لجنه حكم ماعندها ذره احترام,0
الهم سدد خطاه وجعل الاسلام نور لكل البشر,1
إنه دين يسر وليس بدين عسر,1
يلعن امك,0
المهم هو الصادق معي الناصح لي,1
يعني بكل وضوح بدكوا تذلوا الشعب الأردني و تخلوه كل شهور يصف طابور عشان يوخدلوا اكمن ليرة,0
غبي الله يزيد غباك,0
اووخص وش هالمناشف,0
انا ابو عدولة هذا لو قدامي صدق اني راح العن ابو من جابه,0
كلام جميل,1
أللهم ارضنا بما قسمته لنا,1
اخرسي صحيح ما تفهمي,0
يا رب نستغفرك ونتوب اليك,1
انا اردني و بقول الشعب بيستاهل غلا اكثر من هيك,0
ماخاب من دعا إلى الله,1
صباح الورد و لوجه طيبة,1
قصه في غايه الروعة,1
ايوه بالصرمة عراسه,0
لا تقنتوا من رحمه الله فهي وسعت كل شيء مهما عصينا فلنا رب كبير رحيم ورحمن,1
ان شاء الله ربنا يعينا على فعل الطاعات,1
قصة حقيقية رائعة فيها عبرة لكل زوج وزوجة فيها المودة والرحمة,1
بصمات راقية لأديب الدعوة محمد الغزالي,1
للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي كما اعلنت هيئة الطاقة يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضا بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل,0
برامج سخيفة تهدف لهدم الأمة,0
ي وجه الفطيره قبل تعيب الناس أنظر الى حإلك,0
و ريحة الياس و الحنة,1
أحيانا يكون الفشل دافع للنجاح,1
نرجو من الله أن يتقبل صلاتنا رغم ما تمر به بلدنا من أزمة صار الواحد خايف على نفسه و مستعجل بصلاته و أنا كلما صليت اعتبرها صلاة مودع فيخشع قلبي و تدمع عيناي,1
الابتسامة كلمة بدون حروف,1
الحمد الله علشان نرتاح من جميلة الدعم,0
فاضل قلمين و نخلص حلوة يا حسن,0
والله ايلى اختشه ماتوا,0
بعضهم جايبينهم تمثيل,0
البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي كما اعلنت هيئة الطاقة يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضا بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل,0
يا رب رضينا و امنا و صدقنا فارضينا برضاك عنا و اجبر كسر قلوبنا و هون علينا,1
وقـف قلبو لحسن الشافعي,0
الوحيد الذي لايتركني ولو لحظه,0
الاسلام ليس فيه رهبانيه,1
صباح الخير و النور و الأنوار,1
حلوه عدوله احس انه يفطر حشيش,0
يا صاحب الفرج,1
وهذه من اكبر المشاكل التي تؤرق الشباب في هذه الايام,1
الحمد لله رب العالمين على عطاه و رضا,1
انا معك بان دين الاسلام لكل الناس وفي كل زمان ومكان,1
أنا أقدر الاخلاص و الوفاء بشكل كبير,1
اخ يا غبي,0
صحيح كل هالشغلة بس قرار وبظن كلنا قادرين نآخدة اذا استعنا وتوكلنا ع الله,1
هذه من أقوال الرفيق المناضل,1
خنقووني,0
صباح الود,1
فيديو بايخ,0
والله عاهات,0
اللهم احسن خواتيم اعمالنا و اجعل كل اوقاتنا طاعه,1
كـلمـة حـبـ عـجـبـتـنـى جـيـتـ آقــؤلهـآ جــرحـتـنـى,0
يارب طهر قلوبنا,1
طول عمري بخاف من العوب وسيرة العوب,0
مفيش اجمل من ان الانسان يحافظ على كرامته,1
وأعظمها امة سيدنا محمد,1
الله ياريت يبقى فى اخلاق كدة فى الوقت دة,1
أن الله موجود,1
هات ناس تفهم و المثل بحكي اسأل مجرب و لا تسأل خبير,0
طريق واحد عدم اليئس هو طريق النجاح,1
ولو هو انسان وعنده احاسيس ممكن من هالموقف اللي الكل يشوفه يتعقد هالإنسان من حياته كلها,0
سلطان القرف,0
ربنا يصلح حالنا جميعا,1
لا محالة أول شيء يحدث له بعد عودته للمغرب سيتم اغتصابه كالعاهرة,0
ودي اكسر الابتوب على راسه,0
الله يلعن امك وش ها القرف,0
لو أغلقت الأبواب في وجهك ، وأظلمت الدنيا، و خنقتك الدموع ، و ضاقت بك الأرض ، استحضر معنى اسم الله الفتاح القادر سبحانه قادر على فتح ما انغلق من أمرك,1
ما اضيق العيش لولا فسحة الامل، الحمد لله,1
حقيقى لازم نجمد قلبنا عن اى حاجة غلط,1
؟ سخافة الشاميين ابدا ما ينفع لهم الكوميديا,0
الله يوفقنا لصداقة امثالهم,1
ايه الهبل دا,0
الله يسعدك و يبعد عنك كل شر,1
اللهم قونا على نفوسنا الضعيفة,1
يا طيبة الخير جينا,1
عيب والله اسم المقطع,0
الله حيك شيخ ابراهيم بالفعل حكم يا نشمي,0
وربي عآإهات مستعصيه,0
انشاء الله هنعمل حاجه,1
لا تفهمي غلط حبيبتي,0
الله يلعن الي علمكم التطور يا متخلفين يا رجعيين,0
نار جهنم تاخدو,0
والله اني احبك في الله يا,1
بنص المقطع سقاله موطبيعيه,0
نفع الله بك يا دكتور,1
ظني بالله جميل,1
حيوان وكلب الله يموتك,0
اللهم اجعل لنا ايمانا صادقا و قلبا خاشعا و علما نافعا,1
انا مع الاخ محمد سلامة بهالموضوع,0
والله تحشيش,0
الله ينتقم منه حمزه منصور واعوانه حسبنا الله فيهم,0
الله يفرح الكل ويجمع بين المتحابين على خير,1
الله أكرم ألآكرمين اللهم أعنا على أنفسنا واللهم أرضى عنك يارب العالمين,1
وانا من الناس اللي فعلا محتاجين يحاسبوا نفسهم ويصلحو من نفسهم لاننا عارفين انه لا ملجأ لنا الا لله,1
اما الغبي اللي يقلد جورج وسوف,0
انا عرف شيء والله ببكي اكتر ما بضحك,0
اللهم ارزقني حبك و حب من أحبك و حب عمل يقربني لحبك,1
والله الحياة كلها بتخزي بدونكم,0
فى ناس كتيرربنااكرمهابنعمة الاسلام ولكنهالاتدرك قيمتها,1
يلعن اخت المياعة والبياخة,0
فعلا مهزله,0
الموت مع الناس رحمه,1
صحيح,1
الحمد لله الذي بنعمته تتم الصالحات حمدا غير منقطع,1
السادس الراء رايحه,0
اشتاق للصلاه ودائما,1
يلعن اوم السخاافه,0
يضحكون و م شاففوا انفسهم ، لو قلنا غنوا جابوا الععيد فالحين بس في الظرافةة هـ الشيبان,0
الله على الكلام يا رب أعينا,1
الحمد لله نامل من الله ان يمن علينا بالهدايه,1
كلامك في غاية الجديه صحيح,0
مالك دين مثل الكلاب الضالة و الا اقولك مثل مومسات و عاهرات المراقص عندكن,0
الاهم نكون صادقين مع نفسنا لنكون صادقين مع الاخرين,1
هه شكلو عمرو ماشاف كاميرا تصورو,0
الرفض القاطع للمشروع لانه بس يتم و يشتغل تمام رايح ينباع او يتم تاجيره و نصير نشتري وقود مخصب ويصير اغلى من الكهربا لانه للاسف ما فيه شي بعيد عن ايدي المفسدين و الاستغلاليين او يصير زي مشروع تسمين البقر ؛ينتجو الطاقه وتروح لاطراف خارجيهخالرج اطار حاجة العامه,0
نستجير بالله,1
حلمي أن أكون مثل سوشي,1
وسط لا يوجد تركيز,1
امين يا رب انت شاب زي الفل ما شاء الله عليك,1
بوركت,1
اللهم عفوك و رضاك و الجنه,1
لو نريد الخشوع حقا نطلق الدنيا,1
الدال على الخير كفاعله,1
العالم العربي متروس عاهات,0
شو بالا يا دانيا و المشكلة مش عارفه تكتب هعهعه,0
تدرون ،، الشرهه ع اللي شجعهم يروحون للبرنآمج,0
الله حيهم هالشباب انتوا القدوة,1
هكذا المسلمون,1
سماجه سماجه ووالله البنانيين دمهم ثقيل مره,0
الكلام في البدايه بكون حلو لاكن من يبقي خير,1
يا عالي بلا درج,1
احنا بنتهاوش مع الكتب,0
رائع والله اصبت القول الاسف لاكن مافي أي حدآ بيستحمل الانتقآد ؟؟,0
صباح الهمة و النشاط شيخنا الفاضل,1
و ما من دابة في الأرض و لا طائر يطير بجناحيه الأ على الله رزقه,1
ك فشلوه مره صدق انهم دلوخ,0
الحمدلله في خضم تفوق امريكا بمجال الطاقة النووية وسعيها للتخلص من نفط العرب واستخدامها الطاقة النووية في الفضاء نحن نجمع التواقيع لرفضها,0
صدقتي رائعه و معبره الكلام,1
اللهم انى استغفرك واتوب اليك,1
صدقت,1
يارب عوضنا خير مما أخذ منا,1
اللهم ارزقنا زوجا صالحا محبا مثل,1
اللهم إجعلنا ممن يأخذون بالأسباب,1
نسأل الله العفو و العافية,1
طبعا اكيد ﻻ والف ﻻ,0
معايا زميل زميل يلعن المسخره كلهم مايستحون ذوولي,0
تاافهين,0
دائما تبعث النشاط و الحيوية في النفوس مع كل صباح اسعد الله صباحك,1
اللهم انصر الإسلام وأعز المسلمين,1
فاظفر بذات الدين تربت يداك,1
يا رب اللهم اجعلنى خير مما يظنون و اغفر لى ما لا يعلمون,1
مين وله؟,0
ونعم بالله أرحم الراحمين وأنيس المستوحشين,1
لى جماعه الاخوان الخسيسة كيف بدكو الوطن يتصلح وانتو قسمتوه لفريقيين كل واحد منكم اخدنا لمطرح ومش عارفين واصليين لوين,0
ما اثقل دمك و ما اغباك,0
ﻋﺎﻫﺎﺗﻚ ﻳﺎ ﻭﻃﻨﻲ,0
سخيفة,0
اجمل حاجه في الحياه كلها اننا نرضي ربنا وبس مش كتير والله علي ربنا بالعكس ده ولا حاجه في نعمته علينا كفايه اننا مسلمين بس الحمد لله,1
دي اخلاق السلف الصالح,1
لا يوجد كفائات بالأردن قادرة على ادارة هكذا مشروع أنو تقدم و أنو ازدهار العالم كلو ببعد عن النووي الا طوقان شوفو اليابان الكارثة الصارت فيها لو اتصير بالأردن البلد رايحا تتدمر و جيرانها كمان وهسا متأكد فلسفجي راح يجي يحكيلي عن كفائات البلد دخيلكو وينها اذا شوارع ما ابنعرف نبني راح يبنو مفاعل,0
خلص اخرسن انا قرفت اكتر منكن,0
ربي يهديهن,1
و نعم الصديق,1
من زمان ماشفت مخلوقات فضائيه هع,0
يارب اعني على هذا القرار,1
قصه جميله ودايما انا بحب اسمع البرنامج,1
ربنا يهدينا و يهدي بينا أمة محمد الغافلين,1
يا طيب صباحك كل خيرات,1
اللهم إنا نعوذ بك من غضبك و نسأللك رضاك,1
المومين الى بعضهم كالبناء الزى يشد بعضة البعض,1
يا من يرزق النعاب في عشه هيء لنا مقادير,1
ايه الاحساس الراقى ده,1
كلهم فاجرين,0
اللهم اجعلنا ممن يعطي الامانة حقه,1
ثكلتك امك,0
ليش يعني اخترت انه مصيره في فتح يا تافه وفي المؤتمر السادس كمان يا ابن الكلب,0
خراي على احسن علوي ومحب لهاجحش خربت سورية ياكلب,0
انا بحب كل الناس و بتمنالهم الخير,1
لا بتمزحي يع قرف,0
الحمد لله ع السلامه,1
اللهم نسألك السلامة من مثل هذه الخيبة,1
أنا فعلا قررت وأخدت القرار ده وحاسة براحة وسعادة كبيرة أوي بقربي من ربنا بجد الحمد لله,1
اللهم ارنا الحق حقا و ارزقنا اتباعه و ارنا الباطل باطلا و ارزقنا اجتنابه,1
لا يعني الغبي يدري انه كاتب اسمها بالورقه مايبيلها ذكاء ترى,0
أحلى صباح من أحلى شيخ في العالم,1
يا ارحم الراحمين يا الله,1
سامج,0
لا والله ما بلسه يع,0
يارب اعنا علي ترك المعاصي ماحيينا,1
ابدأ بنفسى الأول اغيرها,1
كلهم فاجرين,0
المسلم الفطن النقي يتصرف بما يرضي الله في السر و العلن نسأل الله عز وجل ان نتبع كل ما يرضيه عنا,1
نادرا ما بتصير لو انه الشعب بتطور وبيتعلم مع الوقت,0
تركنا كل شئ من اجل رضا الله اللهم ارضى عنا,1
بارك الله لكما وبارك عليكما وجمع بينكما على خير,1
واحد واطي,0
ان الجميل اذا اخفيته ظهرا,1
عيب عليكوا تقارنوا وحدة زى دى بالمصحف الى هوا كلام ربنا,0
اللهم أحينا وأمتنا على الإسلام وعلى كلمة لا اله الا الله,1
وعرض اختي انك لاسع ياادمن عساس لو بدها تضرب من هسة خايفة منك,0
يتسابقوون إلى جهــنم,0
ياجمااعه يقولون بشار الاسد ماات,0
اللهم لا اعتراض على حكمك و ارزقنا انت خير الرازقين,1
ايوه هيك بدنا ياكم يا شباب مش بس لعب وتسلاية,1
الحمد انا متفائلة جدا في كا امور حياتي ورح اضل هيك دائما,1
اللهم امليء قلبي بحبك,1
خسارة فيك اسمك,0
يا جاهلين يلي بحكي عن الطاقه النووي وجودو كفيل بوفاة شخص وولادة طفل مشوه ولو انو اشي منيح كان ما بزتوه بالصحرا وجودو بعيد بقلل مخاطر بس ما بمنعها و يلي بحكي انو احنا امه جاهله ما بدها تطور بكون هوه الجاهل و عدو نفسو و عدو الانسانية و بلا ننوي و بلا زفت قال نتطور قال لو بدنا نتطور طورنا حالنا من زمان مش على دور الننووي شعب جاهل,0
اللهم ما اصبح بي من نعمة أو بأحد من خلقك فمنك وحدك لا شريك فلك الحمد و لك الشكر,1
جزاك الله كل خير دكتور عمرو و ربنا يتقبل منا و منكم سائر الاعمال,1
كلام سليم الف بالميه و الله,1
لاتنساني من دعائك الصالح شيخنا,1
انا فعلا مؤمن بالفكرة دي جدا وبحاول انفذها,1
ولكن كيف ان المفاعل النووي غير مضر بالبيئة فهمني ؟؟,0
أسوأ شعب الله في الكوميديا,0
قل لي من تصاحب أقول لك من أنت,1
ما أجمل الصبر و الإصرار,1
كلامك في غاية الجديه صحيح,0
احسن من هيك رئيس وزراء ما في,0
ﺍﺳﺘﻌﻤﺎﺭ ﺷﻮ ﻳﺎﺣﻤﺎﺭ ﺍﺑﻦ ﺍﻟﺤﻤﺎﺭ ﻫﺪﻣﺖ ﻟﺒﻴﻮﺕ ﻭﺷﺮﺩﺕ ﺍﻟﺸﻌﺐ ﻳﺎﺑﻦ ﺍﻟﺰﺍﻧﻴﻪ ﺍﻟﻌﻠﻮﻳﻪ ﻭﺍﻟﺸﻴﻌﻪ ﺳﻮﻑ تسحقون,0
يلعن ابو التخلف,0
ماشاء الله عليكم بجد موضوع مهم جدا والاهم الرقي الرائع في الحوار,1
يعطيك العافية,1
المعنى الحقيقي لعااهاتك يا وطن,0
نعم الاخ وما أطيب قلبه,1
يا رب إجعلنا من الصالحين,1
روعه,1
اللهم إني اسألك صبرا,1
والله ما يحرر عزبت بنقاليه,0
و هكذا جنت على نفسها براقش,0
صباح هادئ ۆ انفاس تحمل تفاؤل ۆ يقين بان گل م سيكتبہ أللہ لنا ﻓي كل يوم خير أصبحنا و أصبح الملك لله,1
اللة لا يشبعكو يا حرامية,0
اللهم لا تجعل لحب الدنيا سلطانا على قلبي بل اجعل حبك في قلبي سلطانا,1
اللهم اغفر لنا انا كنا ظالمين و ادخلنا الجنة سالمين,1
والله نوفي صح لسانك,0
ما في احلى من الفرح,1
بتقول كلام دي الفل,1
للي مفكرين المفاعل راح يطورهم المفاعل راح يدمر الأردن و المنطقة اللي حولها لأن الفساد الموجود بالأردن مش موجود بدوله أخرى وهذا يعني أن الفاسدين رايحين يسمسروا و يلهفوا لما يوصلوا اشكل مفاعل للأردن و ناسين أن المفاعل يحتاج إلى بحر ماء للتبريد و نحن لانملك ماء للشرب و ناسين أن التطور يكون بمشاركة الجميع و ليس بقرار فردي و ناسين أن الذي أقر المفاعل هو المحتكر الأول هيئة الطاقة و أن شاغرها بقي معلق أثناء فترة تسلم طوقان وزارة التربية و التعليم ؟؟ لدول المتقدمة بدأت تبحث عن بدائل للمفاعلات و احنا بنشتري الخربان منهم مشان التقدم و بلدنا بفضل الله لديها طاقة الرياح و طاقة الشمس لماذا لا يتم إستغلالها بدل المفاعل النووي طالما أكلنا معظمه فاسد و غير صالح بسبب الجشع و الطمع و الفساد,0
يا رب يكرمنا بأولادنا و أنا دائما بشجع إبني أن يكون كالجبل الذي لا تهزه الرياح العاتية,1
المشكلة في ناس تقنع حالها أنه جورج وسوف له علاقة بالأغاني,0
اكيد ماحدا بيقدر يارب اعن الفقراء واعنا ع مساعدتهم,1
شبابنا فيهم الخير بس بدهم حدا يرشدهم,1
مسخرة,0
ربنا يسهل,1
والله الناس دي ما شايلة هم ابدن علشان كده مسخرو نفسهم او كرامتهم راحت,0
الله يرحمنا برحمته,1
مررعبه,0
سوبر حمار,0
برك الله فيك وجعلاهاء في مزان حسناتيك,1
عليا النعمه ابدا لا هو ولا الخروف التاني,0
الله يستر على بنات المسلمين جميعا,1
اللهم إن كان لي عوض على صبري,1
اللهم اعنا على فعل الخيرات,1
ارضى عني يا رب,1
حسبي الله و نعم الوكيل في كل ظالم و مفتري و الله يعين الشعب,0
يجب وضع كل من تسول له نفسة مجرد ان يعمل اي تصرف لا يليق بالاردن ان يسجن و يسجن شىء مخزي شوية همل و زعران يخربوا الجامعات و سمعة البلد,0
حسبنا الله و نعم الوكيل فيكوا,0
الارواح جنود مجنده من تعارف منها أأتلف ومن تنافر منها اختلف,1
المهم الدعاء في السجود حتى تغسل عينيك الدموع,1
مش باين منيح ليش عم تكذبو,0
صباح الورد والفل,1
صباح الرحمة و البركات إن شاء الله,1
فوق من اللي أنت فيه ربك دايما جنبك,1
من بغضه رب العالمين لن يحبه احد قلوب العباد بين اصبعين من اصابع الرحمن,1
تدرون يا جماعة الخير انها بتتعدب والله,0
سدئناك يا كذاب,0
ما ازنخك انت و مقالاتك,0
ولا تنسو تبسمك في وجه اخيك صدقه,1
الله ايه الجمال ده سبحانك ربي,1
الا لعنة الله على الشيعة الى يوم الدين,0
اسعد الله صباحكم علامتنا بالخيرات,1
